manufacturer,Flight_Date,arr_delay,carrier,tailnum,origin
EMBRAER,2/1/2013,-7,B6,N228JB,JFK
AIRBUS,2/1/2013,13,B6,N585JB,JFK
BOEING,2/1/2013,31,AA,N320AA,JFK
AIRBUS,2/1/2013,-10,B6,N571JB,JFK
EMBRAER,2/1/2013,-5,B6,N292JB,JFK
EMBRAER,2/1/2013,-6,B6,N203JB,JFK
EMBRAER,2/1/2013,0,B6,N216JB,JFK
AIRBUS,2/1/2013,-5,B6,N568JB,JFK
AIRBUS,2/2/2013,29,B6,N569JB,JFK
AIRBUS,2/2/2013,5,B6,N558JB,JFK
AIRBUS,2/2/2013,-11,B6,N591JB,JFK
BOEING,2/2/2013,18,UA,N19141,JFK
AIRBUS,2/2/2013,1,B6,N589JB,JFK
"BOMBARDIER INC",2/2/2013,-8,9E,N228PQ,JFK
"AIRBUS INDUSTRIE",2/2/2013,10,B6,N534JB,JFK
EMBRAER,2/2/2013,25,B6,N334JB,JFK
BOEING,2/2/2013,-17,DL,N3732J,JFK
AIRBUS,2/2/2013,-14,B6,N570JB,JFK
"CIRRUS DESIGN CORP",2/2/2013,12,B6,N508JB,JFK
BOEING,2/2/2013,-5,UA,N517UA,JFK
EMBRAER,2/2/2013,-14,B6,N337JB,JFK
BOEING,2/2/2013,11,AA,N353AA,JFK
"AIRBUS INDUSTRIE",2/2/2013,-8,B6,N524JB,JFK
AIRBUS,2/2/2013,79,B6,N608JB,JFK
BOEING,2/2/2013,-31,DL,N307DQ,JFK
EMBRAER,2/2/2013,1,B6,N178JB,JFK
BOEING,2/2/2013,-14,DL,N3750D,JFK
AIRBUS,2/2/2013,-11,B6,N595JB,JFK
EMBRAER,2/2/2013,18,B6,N203JB,JFK
"AIRBUS INDUSTRIE",2/2/2013,80,B6,N506JB,JFK
AIRBUS,2/2/2013,-20,B6,N606JB,JFK
BOEING,2/2/2013,-21,UA,N12109,JFK
"AIRBUS INDUSTRIE",2/2/2013,14,DL,N324NB,JFK
EMBRAER,2/2/2013,-24,B6,N281JB,JFK
AIRBUS,2/2/2013,-60,HA,N388HA,JFK
BOEING,2/2/2013,12,AA,N327AA,JFK
EMBRAER,2/2/2013,0,B6,N265JB,JFK
EMBRAER,2/2/2013,-17,B6,N216JB,JFK
AIRBUS,2/2/2013,-11,B6,N593JB,JFK
"AIRBUS INDUSTRIE",2/2/2013,100,DL,N366NW,JFK
AIRBUS,2/2/2013,-5,B6,N615JB,JFK
EMBRAER,2/2/2013,26,B6,N284JB,JFK
EMBRAER,2/2/2013,35,B6,N258JB,JFK
EMBRAER,2/2/2013,-5,B6,N329JB,JFK
BOEING,2/2/2013,-6,AA,N319AA,JFK
BOEING,2/2/2013,-19,AA,N332AA,JFK
BOEING,2/2/2013,0,UA,N512UA,JFK
EMBRAER,2/2/2013,8,B6,N337JB,JFK
AIRBUS,2/2/2013,7,B6,N583JB,JFK
EMBRAER,2/2/2013,7,B6,N353JB,JFK
AIRBUS,2/2/2013,-4,B6,N563JB,JFK
EMBRAER,2/2/2013,-13,B6,N267JB,JFK
BOEING,2/2/2013,-7,AA,N324AA,JFK
EMBRAER,2/2/2013,-25,B6,N281JB,JFK
BOEING,2/2/2013,-21,DL,N3765,JFK
AIRBUS,2/2/2013,1,B6,N589JB,JFK
AIRBUS,2/2/2013,-5,B6,N591JB,JFK
EMBRAER,2/2/2013,19,B6,N258JB,JFK
BOEING,2/2/2013,-22,DL,N3773D,JFK
EMBRAER,2/2/2013,27,B6,N203JB,JFK
EMBRAER,2/2/2013,81,B6,N329JB,JFK
BOEING,2/2/2013,9,AA,N338AA,JFK
AIRBUS,2/2/2013,-8,B6,N605JB,JFK
EMBRAER,2/2/2013,-5,B6,N216JB,JFK
AIRBUS,2/2/2013,0,B6,N615JB,JFK
BOEING,2/2/2013,1,UA,N557UA,JFK
EMBRAER,2/2/2013,12,B6,N192JB,JFK
AIRBUS,2/2/2013,-24,B6,N606JB,JFK
AIRBUS,2/2/2013,-4,B6,N558JB,JFK
EMBRAER,2/2/2013,-18,B6,N353JB,JFK
"CIRRUS DESIGN CORP",2/2/2013,6,B6,N508JB,JFK
"AIRBUS INDUSTRIE",2/2/2013,-27,DL,N343NW,JFK
BOEING,2/2/2013,-2,UA,N505UA,JFK
BOEING,2/2/2013,-22,AA,N329AA,JFK
BOEING,2/2/2013,-26,DL,N374DA,JFK
BOEING,2/2/2013,-31,DL,N3739P,JFK
EMBRAER,2/2/2013,-13,B6,N284JB,JFK
"AIRBUS INDUSTRIE",2/2/2013,-12,B6,N534JB,JFK
AIRBUS,2/2/2013,-15,B6,N598JB,JFK
EMBRAER,2/2/2013,70,B6,N190JB,JFK
"BOMBARDIER INC",2/2/2013,-22,9E,N605LR,JFK
BOEING,2/2/2013,-15,DL,N3752,JFK
BOEING,2/2/2013,-25,DL,N380DA,JFK
BOEING,2/2/2013,NULL,DL,N3736C,JFK
AIRBUS,2/2/2013,-31,US,N548UW,JFK
EMBRAER,2/2/2013,-14,B6,N348JB,JFK
BOEING,2/2/2013,-22,AA,N320AA,JFK
AIRBUS,2/2/2013,-36,DL,N360NB,JFK
AIRBUS,2/2/2013,2,B6,N608JB,JFK
BOEING,2/2/2013,-15,DL,N3751B,JFK
"BOMBARDIER INC",2/2/2013,32,9E,N601XJ,JFK
CESSNA,2/2/2013,-12,AA,N621AA,JFK
BOEING,2/2/2013,-17,DL,N3756,JFK
EMBRAER,2/2/2013,-5,B6,N258JB,JFK
BOEING,2/2/2013,-16,DL,N3745B,JFK
BOEING,2/2/2013,-8,UA,N510UA,JFK
AIRBUS,2/2/2013,-14,B6,N569JB,JFK
BOEING,2/2/2013,-13,AA,N363AA,JFK
EMBRAER,2/2/2013,38,B6,N329JB,JFK
EMBRAER,2/2/2013,102,B6,N178JB,JFK
EMBRAER,2/2/2013,-7,B6,N316JB,JFK
BOEING,2/2/2013,-1,DL,N3762Y,JFK
AIRBUS,2/2/2013,-17,US,N508AY,JFK
"AIRBUS INDUSTRIE",2/2/2013,-29,B6,N521JB,JFK
AIRBUS,2/2/2013,-6,B6,N579JB,JFK
BOEING,2/2/2013,-24,DL,N3763D,JFK
"AIRBUS INDUSTRIE",2/2/2013,-15,DL,N326NB,JFK
EMBRAER,2/2/2013,-25,B6,N265JB,JFK
AIRBUS,2/2/2013,-22,DL,N364NB,JFK
BOEING,2/2/2013,-30,DL,N389DA,JFK
BOEING,2/2/2013,76,UA,N508UA,JFK
BOEING,2/2/2013,-37,DL,N16065,JFK
"ROBINSON HELICOPTER CO",2/2/2013,-24,B6,N537JB,JFK
BOEING,2/2/2013,-14,DL,N3749D,JFK
BOEING,2/2/2013,-14,DL,N3764D,JFK
BOEING,2/2/2013,-19,AA,N336AA,JFK
BOEING,2/2/2013,-34,DL,N386DA,JFK
"AIRBUS INDUSTRIE",2/2/2013,-35,DL,N336NB,JFK
"BOMBARDIER INC",2/2/2013,-19,9E,N601XJ,JFK
"BOMBARDIER INC",2/2/2013,-33,9E,N605LR,JFK
EMBRAER,2/2/2013,-18,B6,N353JB,JFK
EMBRAER,2/2/2013,3,B6,N203JB,JFK
BOEING,2/2/2013,-18,AA,N339AA,JFK
EMBRAER,2/2/2013,7,B6,N337JB,JFK
EMBRAER,2/2/2013,0,B6,N216JB,JFK
AIRBUS,2/2/2013,7,B6,N599JB,JFK
EMBRAER,2/2/2013,16,B6,N265JB,JFK
EMBRAER,2/2/2013,50,B6,N329JB,JFK
"AIRBUS INDUSTRIE",2/2/2013,30,B6,N534JB,JFK
"AIRBUS INDUSTRIE",2/3/2013,21,B6,N506JB,JFK
AIRBUS,2/3/2013,32,B6,N571JB,JFK
"CIRRUS DESIGN CORP",2/3/2013,23,B6,N508JB,JFK
AIRBUS,2/3/2013,17,B6,N568JB,JFK
"AIRBUS INDUSTRIE",2/3/2013,61,B6,N510JB,JFK
BOEING,2/3/2013,38,UA,N502UA,JFK
"BOMBARDIER INC",2/3/2013,7,9E,N146PQ,JFK
EMBRAER,2/3/2013,17,B6,N284JB,JFK
AIRBUS,2/3/2013,-10,B6,N608JB,JFK
BOEING,2/3/2013,-6,DL,N388DA,JFK
"AIRBUS INDUSTRIE",2/3/2013,3,B6,N521JB,JFK
"ROBINSON HELICOPTER CO",2/3/2013,9,B6,N537JB,JFK
BOEING,2/3/2013,35,AA,N332AA,JFK
"BOMBARDIER INC",2/3/2013,-15,9E,N601XJ,JFK
AIRBUS,2/3/2013,19,B6,N563JB,JFK
"AIRBUS INDUSTRIE",2/3/2013,14,DL,N339NW,JFK
BOEING,2/3/2013,42,AA,N338AA,JFK
BOEING,2/3/2013,10,UA,N505UA,JFK
AIRBUS,2/3/2013,-14,B6,N599JB,JFK
BOEING,2/3/2013,-20,DL,N308DE,JFK
EMBRAER,2/3/2013,-12,B6,N265JB,JFK
"AIRBUS INDUSTRIE",2/3/2013,7,DL,N336NB,JFK
BOEING,2/3/2013,28,DL,N3750D,JFK
AIRBUS,2/3/2013,44,B6,N591JB,JFK
EMBRAER,2/3/2013,-1,B6,N329JB,JFK
EMBRAER,2/3/2013,78,B6,N190JB,JFK
EMBRAER,2/3/2013,36,B6,N183JB,JFK
BOEING,2/3/2013,31,UA,N12109,JFK
BOEING,2/3/2013,85,AA,N319AA,JFK
EMBRAER,2/3/2013,-11,B6,N339JB,JFK
BOEING,2/3/2013,23,AA,N324AA,JFK
AIRBUS,2/3/2013,-54,HA,N382HA,JFK
"BOMBARDIER INC",2/3/2013,23,9E,N605LR,JFK
EMBRAER,2/3/2013,33,B6,N309JB,JFK
EMBRAER,2/3/2013,38,B6,N267JB,JFK
EMBRAER,2/3/2013,33,B6,N178JB,JFK
AIRBUS,2/3/2013,19,B6,N603JB,JFK
"AIRBUS INDUSTRIE",2/3/2013,46,B6,N506JB,JFK
AIRBUS,2/3/2013,12,B6,N556JB,JFK
AIRBUS,2/3/2013,4,B6,N593JB,JFK
EMBRAER,2/3/2013,2,B6,N229JB,JFK
AIRBUS,2/3/2013,24,B6,N598JB,JFK
BOEING,2/3/2013,20,DL,N371DA,JFK
BOEING,2/3/2013,5,AA,N329AA,JFK
AIRBUS,2/3/2013,11,B6,N583JB,JFK
DOUGLAS,2/3/2013,16,AA,N381AA,JFK
BOEING,2/3/2013,-20,UA,N510UA,JFK
BOEING,2/3/2013,-12,DL,N3752,JFK
"AIRBUS INDUSTRIE",2/3/2013,2,B6,N524JB,JFK
AIRBUS,2/3/2013,8,B6,N587JB,JFK
BOEING,2/3/2013,-14,DL,N3769L,JFK
EMBRAER,2/3/2013,9,B6,N216JB,JFK
BOEING,2/3/2013,40,UA,N560UA,JFK
AIRBUS,2/3/2013,9,B6,N564JB,JFK
BOEING,2/3/2013,7,AA,N320AA,JFK
AIRBUS,2/3/2013,25,B6,N536JB,JFK
EMBRAER,2/3/2013,7,B6,N190JB,JFK
EMBRAER,2/3/2013,0,B6,N265JB,JFK
EMBRAER,2/3/2013,0,B6,N267JB,JFK
BOEING,2/3/2013,-32,DL,N3751B,JFK
EMBRAER,2/3/2013,15,B6,N309JB,JFK
EMBRAER,2/3/2013,19,B6,N183JB,JFK
EMBRAER,2/3/2013,-16,B6,N229JB,JFK
BOEING,2/3/2013,-7,AA,N335AA,JFK
AIRBUS,2/3/2013,5,B6,N556JB,JFK
"AIRBUS INDUSTRIE",2/3/2013,58,B6,N510JB,JFK
EMBRAER,2/3/2013,21,B6,N178JB,JFK
AIRBUS,2/3/2013,72,B6,N568JB,JFK
BOEING,2/3/2013,-6,UA,N517UA,JFK
EMBRAER,2/3/2013,-23,B6,N329JB,JFK
EMBRAER,2/3/2013,13,B6,N187JB,JFK
AIRBUS,2/3/2013,5,B6,N571JB,JFK
BOEING,2/3/2013,-2,UA,N29129,JFK
BELL,2/3/2013,-22,AA,N393AA,JFK
"AIRBUS INDUSTRIE",2/3/2013,24,B6,N521JB,JFK
EMBRAER,2/3/2013,202,B6,N324JB,JFK
"AIRBUS INDUSTRIE",2/3/2013,-39,DL,N317US,JFK
AIRBUS,2/3/2013,34,B6,N579JB,JFK
BOEING,2/3/2013,-25,DL,N3762Y,JFK
BOEING,2/3/2013,-10,DL,N604DL,JFK
AIRBUS,2/3/2013,-23,DL,N360NB,JFK
EMBRAER,2/3/2013,2,B6,N190JB,JFK
BOEING,2/3/2013,-24,DL,N3764D,JFK
BOEING,2/3/2013,-5,DL,N386DA,JFK
BOEING,2/3/2013,5,DL,N3739P,JFK
AIRBUS,2/3/2013,6,US,N508AY,JFK
EMBRAER,2/3/2013,62,B6,N265JB,JFK
BOEING,2/3/2013,-18,AA,N339AA,JFK
BOEING,2/3/2013,44,AA,N319AA,JFK
EMBRAER,2/3/2013,2,B6,N184JB,JFK
"BOMBARDIER INC",2/3/2013,-26,9E,N604LR,JFK
CESSNA,2/3/2013,-8,AA,N621AA,JFK
BOEING,2/3/2013,-11,DL,N3763D,JFK
EMBRAER,2/3/2013,11,B6,N228JB,JFK
BOEING,2/3/2013,2,DL,N3756,JFK
"AIRBUS INDUSTRIE",2/3/2013,-10,B6,N506JB,JFK
BOEING,2/3/2013,-22,UA,N508UA,JFK
"ROBINSON HELICOPTER CO",2/3/2013,30,B6,N537JB,JFK
EMBRAER,2/3/2013,-24,B6,N273JB,JFK
EMBRAER,2/3/2013,-2,B6,N183JB,JFK
"AIRBUS INDUSTRIE",2/3/2013,17,B6,N523JB,JFK
BOEING,2/3/2013,-14,DL,N385DN,JFK
BOEING,2/3/2013,-25,AA,N323AA,JFK
EMBRAER,2/3/2013,-9,B6,N229JB,JFK
AIRBUS,2/3/2013,-22,US,N550UW,JFK
AIRBUS,2/3/2013,-4,B6,N594JB,JFK
EMBRAER,2/3/2013,2,B6,N203JB,JFK
BOEING,2/3/2013,3,UA,N512UA,JFK
BOEING,2/3/2013,-11,DL,N3747D,JFK
"AIRBUS INDUSTRIE",2/3/2013,-42,DL,N326US,JFK
"AIRBUS INDUSTRIE",2/3/2013,-55,DL,N332NB,JFK
EMBRAER,2/3/2013,-18,B6,N339JB,JFK
BOEING,2/3/2013,-42,DL,N372DA,JFK
BOEING,2/3/2013,-24,DL,N1612T,JFK
BOEING,2/3/2013,-24,AA,N336AA,JFK
"AIRBUS INDUSTRIE",2/3/2013,-19,DL,N356NW,JFK
BOEING,2/3/2013,-5,DL,N3765,JFK
BOEING,2/3/2013,-24,DL,N383DN,JFK
BOEING,2/3/2013,-54,DL,N3732J,JFK
BOEING,2/3/2013,-23,DL,N3745B,JFK
"AIRBUS INDUSTRIE",2/3/2013,16,B6,N524JB,JFK
AIRBUS,2/3/2013,-4,B6,N564JB,JFK
"BOMBARDIER INC",2/3/2013,-31,9E,N600LR,JFK
AIRBUS,2/3/2013,-43,DL,N361NB,JFK
BOEING,2/3/2013,-3,UA,N502UA,JFK
EMBRAER,2/3/2013,-16,B6,N178JB,JFK
EMBRAER,2/3/2013,-8,B6,N348JB,JFK
"AIRBUS INDUSTRIE",2/3/2013,-9,B6,N534JB,JFK
EMBRAER,2/3/2013,18,B6,N292JB,JFK
AIRBUS,2/3/2013,5,B6,N565JB,JFK
"AIRBUS INDUSTRIE",2/3/2013,-15,B6,N505JB,JFK
"AIRBUS INDUSTRIE",2/3/2013,-18,B6,N523JB,JFK
EMBRAER,2/3/2013,-15,B6,N203JB,JFK
EMBRAER,2/3/2013,5,B6,N184JB,JFK
BOEING,2/3/2013,7,AA,N338AA,JFK
AIRBUS,2/3/2013,-7,B6,N613JB,JFK
EMBRAER,2/3/2013,16,B6,N339JB,JFK
EMBRAER,2/3/2013,14,B6,N267JB,JFK
AIRBUS,2/3/2013,25,B6,N568JB,JFK
AIRBUS,2/3/2013,-18,B6,N586JB,JFK
AIRBUS,2/4/2013,-6,B6,N563JB,JFK
AIRBUS,2/4/2013,6,B6,N598JB,JFK
BOEING,2/4/2013,-5,UA,N557UA,JFK
AIRBUS,2/4/2013,-13,B6,N559JB,JFK
BOEING,2/4/2013,2,UA,N14118,JFK
"CIRRUS DESIGN CORP",2/4/2013,-14,B6,N508JB,JFK
"BOMBARDIER INC",2/4/2013,-4,9E,N170PQ,JFK
AIRBUS,2/4/2013,-6,B6,N579JB,JFK
AIRBUS,2/4/2013,-12,B6,N615JB,JFK
EMBRAER,2/4/2013,5,B6,N309JB,JFK
BOEING,2/4/2013,-18,DL,N371DA,JFK
"ROBINSON HELICOPTER CO",2/4/2013,33,B6,N537JB,JFK
BOEING,2/4/2013,9,UA,N510UA,JFK
EMBRAER,2/4/2013,5,B6,N329JB,JFK
BOEING,2/4/2013,-32,AA,N332AA,JFK
EMBRAER,2/4/2013,-7,B6,N324JB,JFK
"AIRBUS INDUSTRIE",2/4/2013,-16,DL,N362NW,JFK
AIRBUS,2/4/2013,-8,B6,N565JB,JFK
BOEING,2/4/2013,-17,DL,N306DQ,JFK
BOEING,2/4/2013,-30,DL,N373DA,JFK
EMBRAER,2/4/2013,31,B6,N339JB,JFK
EMBRAER,2/4/2013,-1,B6,N203JB,JFK
AIRBUS,2/4/2013,17,DL,N338NB,JFK
"BOMBARDIER INC",2/4/2013,-21,9E,N600LR,JFK
AIRBUS,2/4/2013,4,B6,N569JB,JFK
BOEING,2/4/2013,-27,UA,N12109,JFK
AIRBUS,2/4/2013,-19,HA,N380HA,JFK
BOEING,2/4/2013,31,AA,N324AA,JFK
EMBRAER,2/4/2013,2,B6,N228JB,JFK
EMBRAER,2/4/2013,-3,B6,N267JB,JFK
EMBRAER,2/4/2013,1,B6,N265JB,JFK
BOEING,2/4/2013,5,DL,N186DN,JFK
EMBRAER,2/4/2013,7,B6,N323JB,JFK
"AIRBUS INDUSTRIE",2/4/2013,4,B6,N516JB,JFK
AIRBUS,2/4/2013,1,B6,N608JB,JFK
"AIRBUS INDUSTRIE",2/4/2013,-7,B6,N523JB,JFK
EMBRAER,2/4/2013,-12,B6,N316JB,JFK
BOEING,2/4/2013,-22,DL,N383DN,JFK
BOEING,2/4/2013,-24,AA,N320AA,JFK
"BOMBARDIER INC",2/4/2013,147,9E,N601LR,JFK
AIRBUS,2/4/2013,14,B6,N558JB,JFK
BOEING,2/4/2013,-17,DL,N3764D,JFK
BOEING,2/4/2013,7,UA,N560UA,JFK
BOEING,2/4/2013,-26,DL,N3761R,JFK
BOEING,2/4/2013,-1,UA,N505UA,JFK
"AIRBUS INDUSTRIE",2/4/2013,18,B6,N524JB,JFK
EMBRAER,2/4/2013,17,B6,N348JB,JFK
BOEING,2/4/2013,-1,AA,N336AA,JFK
EMBRAER,2/4/2013,44,B6,N292JB,JFK
EMBRAER,2/4/2013,-7,B6,N178JB,JFK
BOEING,2/4/2013,-32,DL,N3732J,JFK
EMBRAER,2/4/2013,-8,B6,N267JB,JFK
EMBRAER,2/4/2013,-9,B6,N324JB,JFK
EMBRAER,2/4/2013,-7,B6,N323JB,JFK
EMBRAER,2/4/2013,41,B6,N339JB,JFK
"CIRRUS DESIGN CORP",2/4/2013,18,B6,N508JB,JFK
AIRBUS,2/4/2013,5,B6,N559JB,JFK
BOEING,2/4/2013,4,DL,N3756,JFK
EMBRAER,2/4/2013,-18,B6,N316JB,JFK
BOEING,2/4/2013,-8,AA,N329AA,JFK
"BARKER JACK L",2/4/2013,-3,B6,N531JB,JFK
AIRBUS,2/4/2013,-7,B6,N608JB,JFK
BOEING,2/4/2013,-17,UA,N512UA,JFK
EMBRAER,2/4/2013,-3,B6,N203JB,JFK
"BOMBARDIER INC",2/4/2013,-19,9E,N604LR,JFK
AIRBUS,2/4/2013,-16,B6,N579JB,JFK
AIRBUS,2/4/2013,9,B6,N563JB,JFK
"BOMBARDIER INC",2/4/2013,-33,9E,N600LR,JFK
"AIRBUS INDUSTRIE",2/4/2013,15,B6,N520JB,JFK
EMBRAER,2/4/2013,7,B6,N292JB,JFK
"AIRBUS INDUSTRIE",2/4/2013,-4,DL,N319US,JFK
BOEING,2/4/2013,-10,DL,N3753,JFK
BOEING,2/4/2013,12,AA,N319AA,JFK
EMBRAER,2/4/2013,134,B6,N183JB,JFK
BOEING,2/4/2013,1,DL,N604DL,JFK
BOEING,2/4/2013,-10,DL,N3763D,JFK
BOEING,2/4/2013,37,UA,N17122,JFK
BOEING,2/4/2013,34,AA,N351AA,JFK
BOEING,2/4/2013,4,DL,N3737C,JFK
BOEING,2/4/2013,-4,DL,N3739P,JFK
"BOMBARDIER INC",2/4/2013,14,9E,N602LR,JFK
EMBRAER,2/4/2013,28,B6,N247JB,JFK
AIRBUS,2/4/2013,16,B6,N592JB,JFK
AIRBUS,2/4/2013,-2,US,N550UW,JFK
EMBRAER,2/4/2013,40,B6,N178JB,JFK
BOEING,2/4/2013,-32,AA,N339AA,JFK
EMBRAER,2/4/2013,-2,B6,N339JB,JFK
AIRBUS,2/4/2013,-18,B6,N621JB,JFK
BOEING,2/4/2013,-26,DL,N3747D,JFK
"AIRBUS INDUSTRIE",2/4/2013,-16,DL,N325NB,JFK
"AIRBUS INDUSTRIE",2/4/2013,-7,B6,N529JB,JFK
EMBRAER,2/4/2013,-3,B6,N323JB,JFK
BOEING,2/4/2013,-46,DL,N3769L,JFK
EMBRAER,2/4/2013,155,B6,N284JB,JFK
EMBRAER,2/4/2013,56,B6,N329JB,JFK
EMBRAER,2/4/2013,3,B6,N279JB,JFK
BOEING,2/4/2013,23,DL,N3750D,JFK
BOEING,2/4/2013,-20,UA,N502UA,JFK
EMBRAER,2/4/2013,-8,B6,N316JB,JFK
"AIRBUS INDUSTRIE",2/4/2013,-24,B6,N503JB,JFK
AIRBUS,2/4/2013,-20,DL,N358NB,JFK
EMBRAER,2/4/2013,12,B6,N228JB,JFK
BOEING,2/4/2013,-22,UA,N508UA,JFK
BOEING,2/4/2013,36,AA,N323AA,JFK
"AIRBUS INDUSTRIE",2/4/2013,-21,DL,N323US,JFK
BOEING,2/4/2013,1,DL,N3749D,JFK
"BOMBARDIER INC",2/4/2013,138,9E,N604LR,JFK
BOEING,2/4/2013,-21,DL,N3767,JFK
"AIRBUS INDUSTRIE",2/4/2013,-24,DL,N348NW,JFK
"BOMBARDIER INC",2/4/2013,-22,9E,N605LR,JFK
BOEING,2/4/2013,-6,DL,N1609,JFK
EMBRAER,2/4/2013,11,B6,N292JB,JFK
BOEING,2/4/2013,-34,AA,N328AA,JFK
"AIRBUS INDUSTRIE",2/4/2013,0,B6,N524JB,JFK
BOEING,2/4/2013,-31,DL,N3757D,JFK
BOEING,2/4/2013,-15,DL,N3768,JFK
BOEING,2/4/2013,-49,DL,N3758Y,JFK
AIRBUS,2/4/2013,90,B6,N536JB,JFK
BOEING,2/4/2013,-37,DL,N3746H,JFK
AIRBUS,2/4/2013,17,B6,N558JB,JFK
"BOMBARDIER INC",2/4/2013,-27,9E,N600LR,JFK
"AIRBUS INDUSTRIE",2/4/2013,-43,DL,N336NB,JFK
AIRBUS,2/4/2013,-2,B6,N579JB,JFK
BOEING,2/4/2013,-22,UA,N557UA,JFK
"AIRBUS INDUSTRIE",2/4/2013,9,B6,N521JB,JFK
EMBRAER,2/4/2013,-13,B6,N324JB,JFK
AIRBUS,2/4/2013,-3,B6,N594JB,JFK
EMBRAER,2/4/2013,27,B6,N309JB,JFK
EMBRAER,2/4/2013,22,B6,N247JB,JFK
"AIRBUS INDUSTRIE",2/4/2013,-7,B6,N506JB,JFK
"AIRBUS INDUSTRIE",2/4/2013,3,B6,N529JB,JFK
EMBRAER,2/4/2013,-10,B6,N348JB,JFK
BOEING,2/4/2013,-3,AA,N338AA,JFK
AIRBUS,2/4/2013,-13,B6,N603JB,JFK
AIRBUS,2/4/2013,-11,B6,N586JB,JFK
EMBRAER,2/4/2013,-15,B6,N229JB,JFK
EMBRAER,2/4/2013,1,B6,N183JB,JFK
AIRBUS,2/4/2013,4,B6,N559JB,JFK
EMBRAER,2/4/2013,27,B6,N353JB,JFK
AIRBUS,2/4/2013,-16,B6,N613JB,JFK
BEECH,2/5/2013,10,AA,N615AA,JFK
AIRBUS,2/5/2013,17,B6,N606JB,JFK
"BOMBARDIER INC",2/5/2013,-8,9E,N161PQ,JFK
"AIRBUS INDUSTRIE",2/5/2013,20,B6,N505JB,JFK
EMBRAER,2/5/2013,29,B6,N292JB,JFK
AIRBUS,2/5/2013,6,B6,N554JB,JFK
"AIRBUS INDUSTRIE",2/5/2013,9,B6,N523JB,JFK
BOEING,2/5/2013,-2,DL,N3764D,JFK
BOEING,2/5/2013,39,UA,N560UA,JFK
AIRBUS,2/5/2013,5,B6,N621JB,JFK
EMBRAER,2/5/2013,9,B6,N203JB,JFK
BOEING,2/5/2013,-23,AA,N320AA,JFK
AIRBUS,2/5/2013,-2,B6,N608JB,JFK
BEECH,2/5/2013,8,AA,N383AA,JFK
"AIRBUS INDUSTRIE",2/5/2013,-8,DL,N339NW,JFK
EMBRAER,2/5/2013,8,B6,N353JB,JFK
BOEING,2/5/2013,-12,DL,N373DA,JFK
BOEING,2/5/2013,-18,DL,N309DE,JFK
BOEING,2/5/2013,34,UA,N502UA,JFK
"AIRBUS INDUSTRIE",2/5/2013,5,B6,N534JB,JFK
AIRBUS,2/5/2013,10,B6,N583JB,JFK
EMBRAER,2/5/2013,1,B6,N229JB,JFK
BOEING,2/5/2013,-13,UA,N12109,JFK
"BOMBARDIER INC",2/5/2013,0,9E,N605LR,JFK
AIRBUS,2/5/2013,2,B6,N586JB,JFK
BOEING,2/5/2013,-8,AA,N324AA,JFK
CESSNA,2/5/2013,-15,AA,N621AA,JFK
EMBRAER,2/5/2013,50,B6,N183JB,JFK
AIRBUS,2/5/2013,15,HA,N386HA,JFK
EMBRAER,2/5/2013,-11,B6,N228JB,JFK
EMBRAER,2/5/2013,2,B6,N249JB,JFK
EMBRAER,2/5/2013,-1,B6,N348JB,JFK
EMBRAER,2/5/2013,2,B6,N274JB,JFK
AIRBUS,2/5/2013,57,DL,N358NB,JFK
AIRBUS,2/5/2013,-12,B6,N571JB,JFK
EMBRAER,2/5/2013,-4,B6,N296JB,JFK
AIRBUS,2/5/2013,4,B6,N605JB,JFK
BOEING,2/5/2013,-3,DL,N3757D,JFK
BOEING,2/5/2013,-6,AA,N335AA,JFK
AIRBUS,2/5/2013,0,B6,N598JB,JFK
BOEING,2/5/2013,-14,DL,N3767,JFK
EMBRAER,2/5/2013,-13,B6,N203JB,JFK
BOEING,2/5/2013,-30,DL,N3765,JFK
BOEING,2/5/2013,-17,UA,N510UA,JFK
AIRBUS,2/5/2013,-6,B6,N603JB,JFK
EMBRAER,2/5/2013,11,B6,N324JB,JFK
BOEING,2/5/2013,-10,AA,N336AA,JFK
EMBRAER,2/5/2013,1,B6,N247JB,JFK
EMBRAER,2/5/2013,-21,B6,N348JB,JFK
EMBRAER,2/5/2013,1,B6,N309JB,JFK
BOEING,2/5/2013,-1,AA,N327AA,JFK
EMBRAER,2/5/2013,1,B6,N249JB,JFK
AIRBUS,2/5/2013,-8,B6,N606JB,JFK
EMBRAER,2/5/2013,-19,B6,N294JB,JFK
BOEING,2/5/2013,10,UA,N505UA,JFK
"BOMBARDIER INC",2/5/2013,-20,9E,N605LR,JFK
AIRBUS,2/5/2013,-18,B6,N608JB,JFK
EMBRAER,2/5/2013,-5,B6,N203JB,JFK
BOEING,2/5/2013,-14,AA,N353AA,JFK
BOEING,2/5/2013,13,UA,N33103,JFK
"AIRBUS INDUSTRIE",2/5/2013,-25,DL,N360NW,JFK
BOEING,2/5/2013,12,AA,N323AA,JFK
BOEING,2/5/2013,12,DL,N604DL,JFK
BOEING,2/5/2013,-1,DL,N3758Y,JFK
AIRBUS,2/5/2013,-26,B6,N568JB,JFK
BOEING,2/5/2013,-26,DL,N3769L,JFK
AIRBUS,2/5/2013,-10,B6,N586JB,JFK
EMBRAER,2/5/2013,6,B6,N216JB,JFK
